Name,Status,Neighborhood,Tree Diameter
Sophora,Alive,Marble Hill-Inwood,4
Sophora,Alive,Central Harlem North-Polo Grounds,4
Sophora,Alive,Lincoln Square,6
Sophora,Alive,Upper West Side,17
American linden,Alive,East Harlem South,6
ginkgo,Alive,Upper West Side,13
honeylocust,Alive,Upper West Side,2
pin oak,Alive,Upper West Side,3
pin oak,Alive,Upper West Side,27
pin oak,Alive,Upper West Side,15
golden raintree,Alive,Chinatown,6
golden raintree,Alive,East Harlem South,3
Schumard's oak,Alive,Central Harlem South,9
golden raintree,Alive,East Harlem South,5
Kentucky coffeetree,Alive,Battery Park City-Lower Manhattan,3
cherry,Alive,Hamilton Heights,4
cherry,Alive,Central Harlem North-Polo Grounds,5
cherry,Alive,Central Harlem North-Polo Grounds,5
willow oak,Alive,Washington Heights North,4
London planetree,Alive,Washington Heights North,9
'Schubert' chokecherry,Alive,Hamilton Heights,5
'Schubert' chokecherry,Alive,SoHo-TriBeCa-Civic Center-Little Italy,2
'Schubert' chokecherry,Alive,SoHo-TriBeCa-Civic Center-Little Italy,2
'Schubert' chokecherry,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
Sophora,Alive,Yorkville,2
Sophora,Alive,East Harlem South,4
Sophora,Alive,Hamilton Heights,4
Sophora,Alive,East Harlem South,7
London planetree,Alive,Central Harlem South,5
Sophora,Alive,East Harlem South,16
Sophora,Alive,Hamilton Heights,10
Sophora,Alive,Washington Heights South,4
Sophora,Alive,Upper East Side-Carnegie Hill,10
Sophora,Alive,Stuyvesant Town-Cooper Village,3
Sophora,Alive,Central Harlem North-Polo Grounds,4
Callery pear,Alive,Marble Hill-Inwood,3
Sophora,Alive,Marble Hill-Inwood,5
silver linden,Alive,Upper West Side,2
Callery pear,Alive,Midtown-Midtown South,8
Callery pear,Alive,Morningside Heights,7
Callery pear,Alive,West Village,2
Callery pear,Alive,Upper West Side,15
Sophora,Alive,SoHo-TriBeCa-Civic Center-Little Italy,4
Sophora,Alive,Upper East Side-Carnegie Hill,5
Callery pear,Alive,Upper East Side-Carnegie Hill,11
Callery pear,Alive,Upper East Side-Carnegie Hill,9
Callery pear,Alive,Central Harlem South,6
Callery pear,Alive,Marble Hill-Inwood,6
Callery pear,Alive,Lenox Hill-Roosevelt Island,5
Callery pear,Alive,Lower East Side,4
Callery pear,Alive,Central Harlem South,12
Callery pear,Alive,Central Harlem North-Polo Grounds,5
golden raintree,Alive,Marble Hill-Inwood,4
Sophora,Alive,Marble Hill-Inwood,5
Sophora,Alive,East Harlem South,8
Sophora,Alive,Gramercy,14
Sophora,Alive,Hamilton Heights,12
Callery pear,Alive,West Village,15
green ash,Alive,Marble Hill-Inwood,10
green ash,Alive,Upper West Side,4
green ash,Alive,Upper West Side,9
Schumard's oak,Alive,SoHo-TriBeCa-Civic Center-Little Italy,2
Schumard's oak,Alive,Upper West Side,7
green ash,Alive,Upper West Side,8
green ash,Alive,Upper West Side,16
tree of heaven,Alive,Lower East Side,11
sassafras,Alive,Marble Hill-Inwood,4
littleleaf linden,Alive,Upper West Side,9
littleleaf linden,Alive,Upper West Side,9
littleleaf linden,Alive,East Village,6
green ash,Alive,Hamilton Heights,12
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,17
littleleaf linden,Alive,Upper East Side-Carnegie Hill,15
pin oak,Alive,Marble Hill-Inwood,5
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,13
Callery pear,Alive,Midtown-Midtown South,7
Callery pear,Alive,Manhattanville,10
Callery pear,Alive,Lower East Side,6
Callery pear,Alive,Upper East Side-Carnegie Hill,10
Callery pear,Alive,Upper East Side-Carnegie Hill,13
Sophora,Alive,Chinatown,2
Sophora,Alive,Central Harlem North-Polo Grounds,3
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
Sophora,Alive,West Village,7
littleleaf linden,Alive,Central Harlem North-Polo Grounds,6
littleleaf linden,Alive,Upper West Side,6
littleleaf linden,Alive,East Village,7
littleleaf linden,Alive,East Village,9
London planetree,Alive,Central Harlem North-Polo Grounds,25
littleleaf linden,Alive,Marble Hill-Inwood,11
littleleaf linden,Alive,Marble Hill-Inwood,4
littleleaf linden,Alive,East Village,7
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,7
Japanese zelkova,Alive,Gramercy,6
Callery pear,Alive,Lenox Hill-Roosevelt Island,8
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,11
northern red oak,Alive,Lincoln Square,2
Japanese zelkova,Alive,Washington Heights North,2
Japanese zelkova,Alive,Washington Heights North,2
Japanese zelkova,Alive,Washington Heights North,3
honeylocust,Alive,Central Harlem North-Polo Grounds,15
crab apple,Alive,East Village,3
American linden,Alive,East Village,7
pin oak,Alive,Upper West Side,8
English oak,Alive,Lenox Hill-Roosevelt Island,3
English oak,Alive,Morningside Heights,10
pin oak,Alive,Central Harlem North-Polo Grounds,7
Callery pear,Alive,Marble Hill-Inwood,10
Callery pear,Alive,East Village,12
Callery pear,Alive,East Village,20
pin oak,Alive,Upper West Side,9
littleleaf linden,Alive,Upper West Side,2
Japanese snowbell,Alive,Marble Hill-Inwood,5
Japanese zelkova,Alive,Washington Heights North,2
Chinese elm,Alive,Hamilton Heights,3
Japanese zelkova,Alive,Upper West Side,8
Sophora,Alive,SoHo-TriBeCa-Civic Center-Little Italy,6
pin oak,Alive,East Village,14
littleleaf linden,Alive,Marble Hill-Inwood,11
littleleaf linden,Alive,Washington Heights North,15
littleleaf linden,Alive,East Village,7
littleleaf linden,Alive,East Village,7
littleleaf linden,Alive,Marble Hill-Inwood,1
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,15
northern red oak,Alive,Morningside Heights,5
pin oak,Alive,Morningside Heights,6
pin oak,Alive,Morningside Heights,7
black locust,Alive,East Harlem South,4
Japanese zelkova,Alive,Chinatown,2
littleleaf linden,Alive,Hamilton Heights,6
littleleaf linden,Alive,West Village,5
littleleaf linden,Alive,East Village,11
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,6
English oak,Alive,Upper West Side,7
pin oak,Alive,Hamilton Heights,9
littleleaf linden,Alive,Lincoln Square,7
littleleaf linden,Alive,West Village,10
sassafras,Alive,Marble Hill-Inwood,3
Chinese elm,Alive,Central Harlem North-Polo Grounds,10
Schumard's oak,Alive,East Harlem South,11
Japanese zelkova,Alive,Central Harlem North-Polo Grounds,15
northern red oak,Alive,Manhattanville,7
Japanese zelkova,Alive,Upper West Side,10
honeylocust,Alive,Marble Hill-Inwood,6
ginkgo,Alive,Lower East Side,2
honeylocust,Alive,Upper West Side,4
Japanese zelkova,Alive,Marble Hill-Inwood,4
northern red oak,Alive,Upper West Side,7
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,5
Japanese zelkova,Alive,Marble Hill-Inwood,9
pin oak,Alive,Central Harlem North-Polo Grounds,6
pin oak,Alive,Upper West Side,8
pin oak,Alive,Morningside Heights,8
pin oak,Alive,Manhattanville,2
pin oak,Alive,Upper West Side,23
northern red oak,Alive,Lincoln Square,2
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,8
Japanese zelkova,Alive,Chinatown,3
pin oak,Alive,Upper West Side,15
pin oak,Alive,Hamilton Heights,18
pin oak,Alive,Yorkville,4
pin oak,Alive,Hamilton Heights,19
pin oak,Alive,Hamilton Heights,24
pin oak,Alive,Hamilton Heights,25
pin oak,Alive,Manhattanville,2
pin oak,Alive,Upper West Side,3
tartar maple,Alive,Lenox Hill-Roosevelt Island,7
northern red oak,Alive,Manhattanville,3
Japanese zelkova,Alive,Chinatown,4
pin oak,Alive,Manhattanville,6
pin oak,Alive,Manhattanville,2
pin oak,Alive,Upper West Side,20
pin oak,Alive,Hamilton Heights,16
pin oak,Alive,Hamilton Heights,17
pin oak,Alive,Upper West Side,19
northern red oak,Alive,Manhattanville,3
Japanese zelkova,Alive,Hamilton Heights,7
pin oak,Alive,Central Harlem South,18
pin oak,Alive,Upper West Side,25
pin oak,Alive,Yorkville,5
pin oak,Alive,Upper West Side,13
pin oak,Alive,Hamilton Heights,27
pin oak,Alive,Hamilton Heights,25
pin oak,Alive,Central Harlem South,14
red maple,Alive,Marble Hill-Inwood,3
pin oak,Alive,Upper West Side,14
pin oak,Alive,Hamilton Heights,33
pin oak,Alive,Hamilton Heights,15
pin oak,Alive,East Village,4
pin oak,Alive,Lenox Hill-Roosevelt Island,10
pin oak,Alive,Morningside Heights,8
pin oak,Alive,Upper West Side,23
pin oak,Alive,Hamilton Heights,17
pin oak,Alive,Hamilton Heights,31
pin oak,Alive,Upper West Side,33
pin oak,Alive,Upper West Side,3
pin oak,Alive,Upper West Side,20
pin oak,Alive,Hamilton Heights,10
northern red oak,Alive,Upper West Side,8
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,5
pin oak,Alive,Upper West Side,30
pin oak,Alive,Hamilton Heights,28
pin oak,Alive,Manhattanville,2
pin oak,Alive,Manhattanville,2
pin oak,Alive,Upper West Side,2
pin oak,Alive,Upper West Side,39
pin oak,Alive,East Village,3
pin oak,Alive,Central Harlem North-Polo Grounds,11
Japanese zelkova,Alive,Washington Heights North,4
northern red oak,Alive,Hamilton Heights,3
Japanese zelkova,Alive,Lower East Side,6
pin oak,Alive,Morningside Heights,3
pin oak,Alive,Hamilton Heights,20
red maple,Alive,East Village,15
pin oak,Alive,Manhattanville,2
Japanese zelkova,Alive,Upper West Side,7
Japanese zelkova,Alive,Upper West Side,8
northern red oak,Alive,Manhattanville,8
pin oak,Alive,West Village,6
pin oak,Alive,Central Harlem North-Polo Grounds,4
pin oak,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,7
Japanese zelkova,Alive,Central Harlem North-Polo Grounds,11
northern red oak,Alive,Manhattanville,3
Japanese zelkova,Alive,Washington Heights North,8
pin oak,Alive,Central Harlem North-Polo Grounds,24
pin oak,Alive,Lenox Hill-Roosevelt Island,7
pin oak,Alive,Upper West Side,2
pin oak,Alive,Hamilton Heights,31
pin oak,Alive,Hamilton Heights,26
pin oak,Alive,West Village,11
pin oak,Alive,Manhattanville,2
pin oak,Alive,Manhattanville,10
pin oak,Alive,Hamilton Heights,16
pin oak,Alive,East Village,18
pin oak,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,8
pin oak,Alive,East Village,6
pin oak,Alive,Washington Heights North,28
pin oak,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,8
red maple,Alive,Central Harlem North-Polo Grounds,3
Japanese zelkova,Alive,Washington Heights North,6
northern red oak,Alive,Manhattanville,3
Japanese zelkova,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,9
northern red oak,Alive,Lower East Side,3
Japanese zelkova,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,17
ginkgo,Alive,Upper West Side,8
honeylocust,Alive,Marble Hill-Inwood,13
ginkgo,Alive,Lenox Hill-Roosevelt Island,9
honeylocust,Alive,Marble Hill-Inwood,11
American linden,Alive,Marble Hill-Inwood,6
black oak,Alive,Hamilton Heights,5
Japanese zelkova,Alive,Washington Heights North,16
Japanese zelkova,Alive,Washington Heights North,4
honeylocust,Alive,Yorkville,8
honeylocust,Alive,Central Harlem North-Polo Grounds,10
ginkgo,Alive,Yorkville,6
honeylocust,Alive,Upper West Side,10
honeylocust,Alive,East Harlem South,8
ginkgo,Alive,Yorkville,9
ginkgo,Alive,East Harlem South,4
northern red oak,Alive,East Harlem South,5
northern red oak,Alive,Marble Hill-Inwood,3
northern red oak,Alive,Manhattanville,3
London planetree,Alive,East Village,4
Japanese zelkova,Alive,Upper West Side,5
pin oak,Alive,Washington Heights North,7
honeylocust,Alive,Hamilton Heights,13
honeylocust,Alive,Lenox Hill-Roosevelt Island,5
honeylocust,Alive,Yorkville,8
honeylocust,Alive,Central Harlem North-Polo Grounds,12
honeylocust,Alive,Yorkville,10
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
northern red oak,Alive,East Village,6
Japanese zelkova,Alive,Upper West Side,4
American elm,Alive,Upper West Side,9
willow oak,Alive,East Village,9
pin oak,Alive,East Harlem South,2
willow oak,Alive,Turtle Bay-East Midtown,10
pin oak,Alive,Hamilton Heights,16
pin oak,Alive,Washington Heights North,24
northern red oak,Alive,Gramercy,2
London planetree,Alive,East Village,17
American elm,Alive,Marble Hill-Inwood,13
pin oak,Alive,East Village,8
Japanese zelkova,Alive,Chinatown,3
Japanese zelkova,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,11
honeylocust,Alive,Midtown-Midtown South,4
honeylocust,Alive,Washington Heights North,14
honeylocust,Alive,Hamilton Heights,17
Japanese zelkova,Alive,Upper West Side,3
Japanese zelkova,Alive,East Village,8
pin oak,Alive,Washington Heights North,28
willow oak,Alive,Yorkville,11
pin oak,Alive,Marble Hill-Inwood,8
London planetree,Alive,Chinatown,6
London planetree,Alive,East Village,4
sycamore maple,Alive,Upper West Side,6
pin oak,Alive,Upper West Side,32
pin oak,Alive,Upper West Side,24
honeylocust,Alive,Washington Heights North,15
honeylocust,Alive,Lenox Hill-Roosevelt Island,8
Japanese zelkova,Alive,Marble Hill-Inwood,5
American elm,Alive,East Village,26
pin oak,Alive,East Village,9
honeylocust,Alive,Upper West Side,3
ginkgo,Alive,Upper East Side-Carnegie Hill,9
honeylocust,Alive,Central Harlem North-Polo Grounds,3
honeylocust,Alive,Upper West Side,4
American elm,Alive,Upper West Side,41
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,5
honeylocust,Alive,Lenox Hill-Roosevelt Island,5
Japanese tree lilac,Alive,Upper East Side-Carnegie Hill,9
Japanese tree lilac,Alive,SoHo-TriBeCa-Civic Center-Little Italy,3
hardy rubber tree,Alive,Battery Park City-Lower Manhattan,3
Japanese tree lilac,Alive,Upper East Side-Carnegie Hill,4
London planetree,Alive,Upper West Side,17
London planetree,Alive,East Village,4
honeylocust,Alive,Central Harlem North-Polo Grounds,3
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,12
honeylocust,Alive,Upper West Side,3
Japanese tree lilac,Alive,Chinatown,6
Japanese tree lilac,Alive,West Village,4
honeylocust,Alive,Washington Heights North,2
honeylocust,Alive,Upper East Side-Carnegie Hill,5
green ash,Alive,East Village,7
green ash,Alive,Upper West Side,3
honeylocust,Alive,Yorkville,10
honeylocust,Alive,Central Harlem North-Polo Grounds,10
ginkgo,Alive,Chinatown,11
green ash,Alive,Upper West Side,4
green ash,Alive,Marble Hill-Inwood,6
Japanese zelkova,Alive,Chinatown,4
northern red oak,Alive,Hamilton Heights,8
northern red oak,Alive,Morningside Heights,6
Japanese zelkova,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,8
American elm,Alive,Central Harlem North-Polo Grounds,5
American elm,Alive,Washington Heights South,24
London planetree,Alive,Lenox Hill-Roosevelt Island,18
littleleaf linden,Alive,Upper West Side,16
American linden,Alive,Lower East Side,2
honeylocust,Alive,Central Harlem North-Polo Grounds,11
American linden,Alive,Washington Heights North,4
American linden,Alive,Morningside Heights,3
honeylocust,Alive,Central Harlem North-Polo Grounds,5
honeylocust,Alive,Upper West Side,8
honeylocust,Alive,Lenox Hill-Roosevelt Island,7
ginkgo,Alive,Marble Hill-Inwood,6
ginkgo,Alive,Midtown-Midtown South,10
honeylocust,Alive,East Village,13
ginkgo,Alive,Lenox Hill-Roosevelt Island,9
green ash,Alive,Marble Hill-Inwood,11
green ash,Alive,Hamilton Heights,7
honeylocust,Alive,Washington Heights North,17
honeylocust,Alive,Upper West Side,3
'Schubert' chokecherry,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,6
littleleaf linden,Alive,Marble Hill-Inwood,12
littleleaf linden,Alive,East Village,9
willow oak,Alive,East Village,12
Chinese elm,Alive,East Village,3
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,6
honeylocust,Alive,Washington Heights North,2
London planetree,Alive,Washington Heights North,3
London planetree,Alive,Washington Heights North,27
London planetree,Alive,Central Harlem South,5
honeylocust,Alive,East Village,9
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,15
honeylocust,Alive,Lenox Hill-Roosevelt Island,7
honeylocust,Alive,Morningside Heights,15
northern red oak,Alive,Upper East Side-Carnegie Hill,3
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,4
Japanese zelkova,Alive,Chinatown,4
Japanese zelkova,Alive,Washington Heights North,12
northern red oak,Alive,Upper East Side-Carnegie Hill,2
Japanese zelkova,Alive,Washington Heights North,9
Japanese zelkova,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
American linden,Alive,Hamilton Heights,15
American linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
American linden,Alive,East Harlem South,6
honeylocust,Alive,Central Harlem North-Polo Grounds,11
ginkgo,Alive,Yorkville,7
honeylocust,Alive,Central Harlem North-Polo Grounds,13
littleleaf linden,Alive,Upper West Side,12
littleleaf linden,Alive,Washington Heights North,10
littleleaf linden,Alive,West Village,14
littleleaf linden,Alive,Upper West Side,4
honeylocust,Alive,Central Harlem North-Polo Grounds,9
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,17
honeylocust,Alive,Lenox Hill-Roosevelt Island,12
honeylocust,Alive,Central Harlem North-Polo Grounds,9
honeylocust,Alive,Midtown-Midtown South,8
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,6
honeylocust,Alive,Lenox Hill-Roosevelt Island,4
ginkgo,Alive,Upper East Side-Carnegie Hill,7
honeylocust,Alive,Morningside Heights,7
willow oak,Alive,East Village,3
London planetree,Alive,Washington Heights North,22
Japanese zelkova,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,12
northern red oak,Alive,Manhattanville,3
Japanese zelkova,Alive,Lenox Hill-Roosevelt Island,4
Japanese zelkova,Alive,Marble Hill-Inwood,4
Japanese zelkova,Alive,Marble Hill-Inwood,5
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,7
littleleaf linden,Alive,Washington Heights North,4
littleleaf linden,Alive,Washington Heights North,4
honeylocust,Alive,East Village,4
Japanese zelkova,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
green ash,Alive,Upper West Side,14
green ash,Alive,Upper West Side,6
honeylocust,Alive,Central Harlem North-Polo Grounds,6
honeylocust,Alive,Lenox Hill-Roosevelt Island,6
honeylocust,Alive,East Village,17
American elm,Alive,Upper West Side,9
willow oak,Alive,East Village,5
willow oak,Alive,Yorkville,11
Japanese zelkova,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
honeylocust,Alive,Lenox Hill-Roosevelt Island,4
American linden,Alive,Marble Hill-Inwood,1
ginkgo,Alive,Midtown-Midtown South,7
honeylocust,Alive,Lower East Side,13
honeylocust,Alive,Lenox Hill-Roosevelt Island,12
green ash,Alive,Marble Hill-Inwood,8
white ash,Alive,East Village,8
Scots pine,Alive,Upper West Side,3
honeylocust,Alive,Central Harlem North-Polo Grounds,7
honeylocust,Alive,Upper West Side,4
London planetree,Alive,Washington Heights North,18
honeylocust,Alive,Central Harlem North-Polo Grounds,9
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
honeylocust,Alive,Morningside Heights,8
honeylocust,Alive,Lenox Hill-Roosevelt Island,14
honeylocust,Alive,Lenox Hill-Roosevelt Island,6
honeylocust,Alive,Yorkville,14
American linden,Alive,Hamilton Heights,4
honeylocust,Alive,Murray Hill-Kips Bay,10
honeylocust,Alive,Central Harlem North-Polo Grounds,7
